منذ متى لا تزال هذه الأعراض مستمرة تقريبًا؟	about how long have these symptoms been going on?
في هذه الحالة، يصبح المضيف الوسيط هو المضيف المستودع الطبيعي.	In this case, the intermediate host becomes a natural reservoir host.
كشفت البيانات الوبائية في وقت لاحق أن حالة الإصابة الأولى بسارس كان لها تاريخ اتصال مع الطرائد.	Epidemiological data revealed retrospectively that the index case of SARS had a contact history with game animals.
أشارت استقصاءات الانتشار المصلي بعد ذلك إلى أن تجار الحيوانات يرتفع لديهم معدل انتشار مضاد سارس-كوف IgG مقارنة بالأشخاص العاديين.	Subsequent seroprevalence investigations indicated that animal traders had a higher prevalence of anti-SARS-CoV IgG compared with that of the general population.
حُدد لأول مرة أن زباد النخل المقنع (Paguma larvata) وكلب الراكون في أسواق بيع الحيوانات الحية يحملان فيروسات شبيهة لسارس-كوف تتطابق تقريبًا مع سارس-كوف.	Masked palm civets (Paguma larvata) and a racoon dog in live animal markets were first identified to carry SARS-CoV-like viruses that are almost identical to SARS-CoV.
ما دعم هذا بشكل غير مباشر حقيقة أنه لم يُبلغ عن أي حالة إصابة أخرى بسارس بعد قتل جميع قطط الزباد في الأسواق.	This was indirectly supported by the fact that no further SARS was reported after killing all civets in the markets.
ومع ذلك، فقد أُبلغ أن نتيجة فحص سارس-كوف في زباد النخيل المقنع الذي يعيش في البرية أو المزارع دون التعرض لأسواق الحيوانات الحية كانت سلبية إلى حد كبير، مما يدل على أن زباد النخيل المقنع قد يكون مضيفًا مضخمًا وسيطًا فقط، ولكنه ليس المستودع الطبيعي لسارس-كوف.	However, it has been reported that masked palm civets from the wild or farms without exposure to the live animal markets were largely negative for SARS-CoV, suggesting that masked palm civets might only serve as the intermediate amplifying host but not the natural reservoir of SARS-CoV.
مما يلاحظ أنه لما كانت 80% من الحيوانات المختلفة في أسواق غوانزو لديها أجسام مضادة لسارس-كوف، فإن احتمالية أن أنواع متعددة من الثدييات الصغيرة تؤدي أيضًا دور المضيف الوسيط المضخم لسارس-كوف غير مستبعدة.	Notably, since 80% of the different animals in the markets in Guangzhou have anti-SARS-CoV antibodies, the possibilities that multiple species of small mammals might also serve as intermediate amplifying hosts of SARS-CoV cannot be excluded.
يبدو أن كل هؤلاء هم مضيفون لا ينقلون سارس-كوف.	All of these appear to be dead-end hosts of SARS-CoV.
أدى البحث لاحقًا عن المضيف الطبيعي الحيواني لسارس-كوف إلى الكشف عن فيروس كورونا الخفافيش المرتبط ارتباطًا وثيقًا، الذي يطلق عليه فيروس خفاش حدوة الحصان الصيني الأصهب المرتبط بالمتلازمة التنفسية الحادة الوخيمة HKU3 (فيروس خفاش حدوة الحصان الصيني الأصهب المرتبط بالمتلازمة التنفسية الحادة الوخيمة HKU3)، والذي يوجد في خفافيش حدوة الحصان الصينية.	Subsequent search for the natural animal host of SARS-CoV unveiled a closely related bat CoV, termed SARS-related Rhinolophus bat CoV HKU3 (SARSr-Rh-BatCoV HKU3), which exists in Chinese horseshoe bats.
كانت نتيجة فحص الأجسام المضادة لسارس-كوف في هذه الخفافيش وتسلسل جينوم فيروس خفاش حدوة الحصان الصيني الأصهب المرتبط بالمتلازمة التنفسية الحادة الوخيمة HKU3 إيجابية.	These bats are positive for anti-SARS-CoV antibodies and genome sequence of SARSr-Rh-BatCoV HKU3.
يشترك هذا الفيروس وفيروسات كورونا الأخرى للخفافيش في تماثل متواليات النيوكليوتيدات بنسبة 88-92% مع سارس-كوف.	This and other bat CoVs share 88-92% nucleotide sequence homology with SARS-CoV.
قد أرست هذه الدراسات الأساس للمفهوم الجديد بأن الخفافيش مضيفة لمسببات الأمراض البشرية الناشئة.	These studies have laid the foundation for the new concept that bats host emerging human pathogens.
جرى تحديد العديد من فيروسات كورونا الشبيهة بفيروس المتلازمة التنفسية الحادة الوخيمة (فيروسات كورونا الشبيهة بفيروس المتلازمة التنفسية الحادة الوخيمة) من الخفافيش، ولكن تعذر عزل أي منها كفيروس حي باستثناء WIV1.	Several SARS-like CoVs (SL-CoVs) have also been identified from bats, but none except for one designated WIV1 can be isolated as live virus.
يُعرف الإنزيم المحول للأنجيوتنسين 2 البشري (الإنزيم المحول للأنجيوتنسين 2) بأنه المستقبِل لسارس-كوف.	Human angiotensin converting enzyme 2 (ACE2) is known to be the receptor of SARS-CoV.
ثبت أن WIV1 المستخلص من عينة براز للخفافيش كان يستخدم الإنزيم المحول للأنجيوتنسين 2 في الخفاش، وقط الزباد، والبشر كمستقبِل لدخول الخلية.	WIV1 derived from fecal sample of bats was demonstrated to use bat, civet and human ACE2 as receptor for cell entry.
من المثير للاهتمام، أن مصل المتعافين من المتلازمة التنفسية الحادة الوخيمة كانت له القدرة على معادلة WIV1.	Intriguingly, sera of convalescent SARS patients were capable of neutralizing WIV1.
حتى الآن، يمثل WIV1 الفيروس الأصل الأكثر ارتباطًا بسارس-كوف في الخفافيش، إذ إنهما يتشاركان في تماثل متواليات النيوكليوتيدات بنسبة 95%.	Thus far, WIV1 represents the most closely related ancestor of SARS-CoV in bats, sharing 95% nucleotide sequence homology.
على الرغم من التماثل العالي بين هذين الفيروسين، إلا أنه يُعتقد عمومًا أن WIV1 ليس الفيروس الأب المباشر لسارس-كوف وأن الخفافيش ليست مضيفًا مستودعًا مباشرًا لسارس-كوف.	Albeit the high homology between these two viruses, it is generally believed that WIV1 is not the immediate parental virus of SARS-CoV and bats are not the immediate reservoir host of SARS-CoV.
يجمع تحليل تطور السلالات ميرس-كوف في مجموعة فيروس كورونا-HKU4 في الخفافيش وفيروس كورونا-HKU5 في الخفافيش نفسها.	Phylogenetic analysis clusters MERS-CoV to the same group as bat CoV-HKU4 and bat CoV-HKU5.
يستخدم فيروس كورونا-HKU4 في الخفافيش وميرس-كوف مستقبِل المضيف نفسه، ثنائي ببتيديل ببتيداز4 (ثنائي ببتيديل ببتيداز4)، لدخول الفيروس.	Bat CoV-HKU4 and MERS-CoV utilize the same host receptor, dipeptidyl peptidase 4 (DPP4), for virus entry.
إن متسلسلات بوليميريز الحمض النووي الريبوزي المعتمدة على الحمض النووي الريبوزي لميرس-كوف أقرب من ناحية تطور السلالات إلى نظرائه من فيروسات كورونا بيتا في الخفافيش التي حُددت في أوروبا وإفريقيا.	RNA-dependent RNA polymerase sequences of MERS-CoV are phylogenetically closer to counterparts in bat beta-CoVs identified from Europe and Africa.
لم يُكتشف حتى الآن أن ميرس-كوف يعيش في الخفافيش البرية.	Up to now, no live MERS-CoV can be found in wild bats.
يتشارك ميرس-كوف وفيروس كورونا-HKU25 في الخفافيش الأقرب له في تماثل متواليات النيوكليوتيدات بنسبة 87% فقط.	MERS-CoV and its closest relative bat CoV-HKU25 share only 87% nucleotide sequence homology.
وبالتالي، فقد لا تكون الخفافيش المضيف المستودع المباشر لميرس-كوف.	Thus, bats might not be the immediate reservoir host of MERS-CoV.
على صعيد آخر، أظهرت دراسات في الشرق الأوسط أن الجِمال الوحيدة السنام إيجابية المصل للأجسام المضادة المعادلة الخاصة بميرس-كوف، وكذلك الجِمال من الأصل الشرق الأوسطي في العديد من البلدان الإفريقية.	On the other hand, studies in Middle East have shown that dromedary camels are seropositive for MERS-CoV-specific neutralizing antibodies, same as camels of Middle East origin in multiple African countries.
عُزل ميرس-كوف الحي المطابق للفيروس الموجود في البشر من المسحات الأنفية للجِمال الوحيدة السنام، مشيرًا بذلك إلى أن الجِمال تؤدي دور المضيف المستودع الأصلي لميرس-كوف.	Live MERS-CoV identical to the virus found in humans was isolated from the nasal swabs of dromedary camels, further indicating that camels serve as the bona fide reservoir host of MERS-CoV.
ومن الجدير بالذكر أيضًا أن أعراضًا طفيفة ظهرت بوجه عام في جِمال أصيبت تجريبيًّا بميرس-كوف، إلا أنه رُصد تناثر فيروسي كثيف.	It is also noteworthy that generally mild symptoms but massive virus shedding were observed in camels experimentally infected with MERS-CoV.
كانت الجِمال المصابة تنثر الفيروسات بصورة ملحوظة ليس عن طريق التنفس فقط ولكن أيضًا من خلال الطريق الشرجي الفموي، الذي يُعد الطريق الأساسي لتناثر الفيروس من الخفافيش.	Notably, infected camels shed viruses not only through respiratory route but also through fecal-oral route, which is also the main route for virus shedding from bats.
ومع ذلك، لا تزال هناك تساؤلات لأن العديد من حالات الإصابة المؤكدة بميرس ليس لها تاريخ اتصال مع الجِمال قبل ظهور الأعراض، ونُسبت هذه الحالات من حيث المنطق إلى الانتقال من إنسان إلى إنسان أو طرق انتقال مجهولة تتضمن أنواعًا من الحيوانات لم يتم التعرُّف عليها تأوي ميرس-كوف.	However, questions still remain since many confirmed cases of MERS have no contact history with camels prior to symptom onset, plausibly ascribed to human-to-human transmission or unknown transmission routes involving unrecognized animal species that harbour MERS-CoV.
يشارك سارس كوف-2 فيروس كورونا RaTG13 في الخفافيش المعزول من خفافيش حدوة الحصان في تماثل النيوكليوتيدات بنسبة 96.2%.	SARS-CoV-2 shares 96.2% nucleotide homology with a bat CoV RaTG13 isolated from Rhinolophus affinis bats.
إن تباين التسلسل بين سارس كوف-2 وRaTG13 طويل للغاية لدرجة يصعب معها تحديد العلاقة بالأب، كما في حالات سارس-كوف وميرس-كوف.	As in the cases of SARS-CoV and MERS-CoV, the sequence divergence between SARS-CoV-2 and RaTG13 is too great to assign parental relationship.
هذا يعني أن الخفافيش قد لا تكون المضيف (المضيفات) المستودع المباشر لسارس كوف-2 ما لم يُعثر على فيروسات كورونا للخفافيش مطابقة تقريبًا في المستقبل.	That is to say, bats might not be the immediate reservoir host(s) of SARS-CoV-2 unless almost identical bat CoVs are found in future.
يُفترض أن تكون الحيوانات المضيفة الوسيطة لسارس كوف-2 من بين أنواع الحيوانات البرية التي بيعت وقُتلت في سوق ووهان للمأكولات البحرية، التي ارتبطت بها العديد من حالات الإصابة الأولية بكوفيد-19، مما يشير إلى احتمالية حدوث انتقال من حيوان إلى إنسان.	Presumably, the intermediate animal hosts of SARS-CoV-2 should be among the wildlife species sold and killed at the Huanan Seafood Wholesale Market, with which many of the initial cases of COVID-19 were associated, indicative of a probable animal-to-human transmission event.
اقترحت العديد من الدراسات الحديثة التي تستند إلى تسلسل الميتاجينومية أن مجموعة من الثدييات الصغيرة المهددة بالانقراض والمعروفة باسم آكل النمل الحرشفي (Manis javanica) يمكن أن تأوي أيضًا فيروسات كورونا بيتا الأصل المرتبطة بسارس كوف-2.	Several recent studies based on metagenomic sequencing have suggested that a group of endangered small mammals known as pangolins (Manis javanica) could also harbour ancestral beta-CoVs related to SARS-CoV-2.
تشترك جينومات فيروس كورونا المستجد لآكل النمل هذه وسارس كوف-2 في تماثل متواليات النيوكليوتيدات بنسبة 85-92%.	These novel pangolin CoV genomes share 85-92% nucleotide sequence homology with SARS-CoV-2.
ومع ذلك، فهم يرتبطون ارتباطًا وثيقًا بـ RaTG13 بتشابه حوالي 90%على مستوى متواليات النيوكليوتيدات.	However, they are equally closely related to RaTG13 with about 90% identity at the level of nucleotide sequence.
تتجمع في سلالتين فرعيتين من فيروسات شبيهة بسارس كوف-2 في شجرة تطور السلالات، تشترك إحداهما في مجال ارتباط مستقبِلات (مجال ارتباط مستقبِلات) مماثل مع سارس كوف-2، مع مطابقة متواليات الحموض الأمينية بنسبة 97.4%.	They cluster into two sub-lineages of SARS-CoV-2-like viruses in the phylogenetic tree, one of which share a more similar receptor binding domain (RBD) with SARS-CoV-2, with 97.4% amino acid sequence identity.
في تناقض صارخ، تختلف مجالات ارتباط المستقبلات لسارس كوف-2 عن RaTG13 اختلافًا كبيرًا، على الرغم من أن تماثل تسلسل الجينوم بالكامل أعلى.	In stark contrast, the RBDs of SARS-CoV-2 and RaTG13 are more divergent, albeit a higher degree of sequence homology genome-wide.
كشفت أيضًا دراسة سابقة على آكل نمل حرشفي مريض عن وجود كائنات حية فيروسية من عينات من الرئة، واتضح أنها بالمثل مرتبطة بسارس كوف-2.	An earlier study on diseased pangolins also reported the detection of viral contigs from lung samples, which turn out to be similarly related to SARS-CoV-2.
اعتمدت هذه الدراسة طرق تجميع مختلفة ومعالجة يدوية لتوليد تسلسل جينوم جزئي يتكون من الجينوم الفيروسي كامل الطول بنسبة 86.3% تقريبًا.	This study adopted different assembly methods and manual curation to generate a partial genome sequence comprising about 86.3% of the full-length viral genome.
لا يمكننا استبعاد احتمالية أن يكون آكل النمل الحرشفي هو أحد الحيوانات المضيفة الوسيطة لسارس كوف-2.	We cannot exclude the possibility that pangolin is one of the intermediate animal hosts of SARS-CoV-2.
ومع ذلك، لا يوجد حاليًّا أي دليل يدعم أن آكل النمل الحرشفي هو المنشأ المباشر لسارس كوف-2 بسبب تباين التسلسل بين سارس كوف-2 وفيروسات كورونا بيتا المرتبطة بسارس كوف-2 في آكل النمل الحرشفي.	However, currently there is no evidence in support of a direct pangolin origin of SARS-CoV-2 due to the sequence divergence between SARS-CoV-2 and pangolin SARS-CoV-2-related beta-CoVs.
بالإضافة إلى ذلك، فإن التباعد بين سارس كوف-2 وRaTG13 أقل من التباعد بين سارس كوف-2 وفيروسات كورونا بيتا المرتبطة بسارس كوف-2 في آكل النمل الحرشفي.	In addition, the distance between SARS-CoV-2 and RaTG13 is even shorter than that between SARS-CoV-2 and pangolin SARS-CoV-2-related beta-CoVs.
لا يزال المسار التطوري لسارس كوف-2 في الخفافيش، وآكل النمل الحرشفي، والثدييات الأخرى قيد التعيين.	The evolutionary pathway of SARS-CoV-2 in bats, pangolins and other mammals remains to be established.
في حين أنه عُثر على أعلى تماثل متسلسل في مجالات ارتباط المستقبلات بين سارس كوف-2 وآكل النمل الحرشفي، فإن فيروسات كورونا بيتا المرتبطة بسارس كوف-2 وسارس كوف-2 وRaTG13 تشترك في التماثل الأعلى لتسلسل الجينوم الكامل.	Whereas the highest sequence homology has been found in the RBDs between SARS-CoV-2 and pangolin, SARS-CoV-2-related beta-CoVs, SARS-CoV-2 and RaTG13 share the highest genome-wide sequence homology.
من المضاربات الغالبة أن الدرجة العالية في التشابه بين مجالات ارتباط مستقبلات سارس كوف-2 في آكل النمل الحرشفي المنتمي لفيروسات كورونا بيتا وسارس كوف-2 منقادة بالتطور التقاربي الانتقائي.	It is highly speculative that the high degree of similarity between the RBDs of pangolin SARS-CoV-2-related beta-CoVs and SARS-CoV-2 is driven by selectivity-mediated convergent evolution.
هناك اقتراح مضاد يرجح إعادة التركيب بين سارس كوف-2 في آكل النمل الحرشفي المنتمي لفيروسات كورونا بيتا وRaTG13 في الأنواع الحيوانية البرية الثالثة.	A counter-proposal is in favour of a recombination between a pangolin SARS-CoV-2-related beta-CoV and RaTG13 in the third wild animal species.
إن إعادة التركيب منتشرة على نطاق واسع بين فيروسات كورونا بيتا بوصفها قوة دافعة للتطور.	As a driving force in evolution, recombination is widespread among beta-CoVs.
لم يتم التأكد من المنشأ الحيواني المباشر لسارس كوف-2 بعد.	The jury is still out on the immediate zoonotic origin of SARS-CoV-2.
بالإضافة إلى فيروسات كورونا البشرية شديدة الإمراض، فقد دُرس أيضًا المنشأ الحيواني لفيروس كورونا البشري-229E، وفيروس كورونا البشري-OC43، وفيروس كورونا البشري-NL63، وفيروس كورونا البشري-HKU1.	Besides the highly pathogenic HCoVs, the zoonotic origin of HCoV-229E, HCoV-OC43, HCoV-NL63 and HCoV-HKU1 have also been studied.
قد أشارت أدلة تطور السلالات إلى أن كلًّا من فيروس كورونا البشري-NL63 وفيروس كورونا البشري-229E ربما نشآ من فيروسات كورونا للخفافيش، في حين عُثر على الفيروسات الأب لفيروس كورونا البشري-OC43 وفيروس كورونا البشري-HKU1 في القوارض.	Phylogenetic evidence indicated that both HCoV-NL63 and HCoV-229E might have originated from bat CoVs, while the parental viruses of HCoV-OC43 and HCoV-HKU1 have been found in rodents.
أُبلغ أن فيروس كورونا في الخفافيش الذي يسمى ARCoV.2 (فيروس كورونا مرتفعات الأبلاش) المكتشف في الخفافيش ثلاثية الألوان في أمريكا الشمالية تربطه علاقة وثيقة بفيروس كورونا البشري-NL63.	It has been reported that a bat CoV termed ARCoV.2 (Appalachian Ridge CoV) detected in North American tricolored bat displayed close relationship with HCoV-NL63.
من ناحية أخرى، وُجد أن فيروس كورونا البشري-229E مرتبط وراثيًّا بفيروس كورونا آخر في الخفافيش، يسمى Hipposideros/ GhanaKwam/19/2008، الذي اكتشف في غانا، وتم الاشتباه في أن الإبليات أيضًا مضيفها الوسيط.	On the other hand, HCoV-229E was genetically related to another bat CoV, termed Hipposideros/GhanaKwam/19/2008, which was detected in Ghana, while camelids have also been suspected as its intermediate host.
للتوضيح، لُخصت المعلومات الحالية حول الأصول الحيوانية لفيروسات كورونا البشرية المعروفة في الشكل 1 والجدول 2.	For clarity, the current knowledge on animal origins of known HCoVs is summarized in Figure ​1 and Table 2.
قدم تحليل تطور السلالات دليلًا على حالات انتقال فيروسات كورونا البشرية بين الأنواع عبر التاريخ.	Phylogenetic analysis has provided evidence for interspecies transmission events of HCoVs in the history.
عندما عبر فيروس كورونا البشري-OC43 الأنواع لإصابة البشر من الماشية المنزلية حوالي 1890، سُجل وباء عدوى الجهاز التنفسي.	When HCoV-OC43 crossed species to infect humans from domestic livestock around 1890, a pandemic of respiratory infection was recorded.
لا يزال تاريخ انتقال فيروس كورونا البشري-229E بين الأنواع أقل وضوحًا.	The interspecies transmission history of HCoV-229E is less clear.
اكتُشف أن فيروسات كورونا ألفا في الخفافيش وثيقة الصلة بفيروس كورونا البشري-229E.	Bat alpha-CoVs closely related to HCoV-229E have been found.
يوجد بينهما فيروس كورونا ألفا في الألباكا.	Between them there is an alpaca alpha-CoV.
يدعم العديد من الأدلة انتقال الفيروس من الخفافيش إلى البشر مباشرة.	Several lines of evidence support the transmission of virus from bats to humans directly.
أولاً، قد يكون للبشر وليس الألباكا اتصال بالخفافيش في موطن بيئي مشترك.	First, humans but not alpacas might have contact with bats in a shared ecological niche.
في حين أن البشر لهم اتصال وثيق بالألباكا.	Instead, humans have close contact with alpacas.
ثانيًا، إن فيروس كورونا البشري-229E المنتمي لفيروسات كورونا ألفا في الخفافيش متعدد وغير مسبب للأمراض في الخفافيش، في حين أن فيروس كورونا ألفا في الألباكا يتسبب في تفشي أمراض الجهاز التنفسي لدى الحيوانات المصابة.	Second, HCoV-229E-related bat alpha-CoVs are diverse and non-pathogenic in bats, whereas alpaca alpha-CoV caused an outbreak of respiratory disease in infected animals.
أخيرًا، لم يُكتشف فيروس كورونا ألفا المرتبط بالألباكا في الحيوانات المتوحشة.	Finally, alpaca alpha-CoV has not been found in feral animals.
وبالتالي، لا يمكن استبعاد احتمال أن الألباكا أصيب بفيروس كورونا البشري-229E المنتمي لفيروس كورونا ألفا من البشر.	Thus, the possibility cannot be excluded that alpacas obtain the HCoV-229E-related alpha-CoV from humans.
في الواقع، إن الخفافيش هي المصدر المباشر لفيروسات تسبب أمراضًا للبشر بما في ذلك فيروس داء الكلب، وفيروس إيبولا، وفيروس نيباه، وفيروس هندرا.	In fact, bats are the direct source of human pathogenic viruses including rabies virus, Ebola virus, Nipah virus and Hendra virus.
لذلك ليس من المفاجئ أن الخفافيش قد تنقل فيروس كورونا البشري-229E إلى البشر مباشرة.	It is therefore not too surprising that bats might transmit HCoV-229E to humans directly.
في حين أن فيروسات كورونا ألفا في الخفافيش تقوم بدور تجميع جينات فيروس كورونا البشري-229E، قد تعمل الألباكا والجِمال الوحيدة السنام كمضيفات وسيطة تنقل الفيروسات إلى البشر، كما هو الحال تمامًا في ميرس-كوف.	Alternatively, whereas bat alpha-CoVs serve as the gene pool of HCoV-229E, alpacas and dromedary camels might serve as intermediate hosts that transmit viruses to humans, exactly as in the case of MERS-CoV.
يعطي ميرس-كوف مثالًا ممتازًا للانتقال بين الأنواع فهو ينتقل من الخفافيش إلى الجِمال الوحيدة السنام ومن الجِمال الوحيدة السنام إلى البشر.	MERS-CoV serves as an excellent example of interspecies transmission from bats to dromedary camels and from dromedary camels to humans.
عُرف المنشأ التطوري لميرس-كوف من الخفافيش منذ بداية التعرُّف عليها وقد عُزز أيضًا من خلال النتائج اللاحقة.	The evolutionary origin of MERS-CoV from bats is known at its initial identification and has also been strengthened by subsequent findings.
من الواضح أن الخفافيش توفر تجمعًا غنيًّا من أنواع الفيروسات لتَبادل قطع جينية ضمن النوع الواحد وانتقالها بين الأنواع.	It is obvious that bats provide a rich pool of virus species for interspecies exchange of genetic fragments and interspecies transmission.
تتميز الخفافيش بطول العمر، والعيش في مستعمرات مكتظة، والتفاعل الاجتماعي الوثيق، والقدرة القوية على الطيران وكلها ظروف مواتية لجعلها "موزع فيروس" مثاليًّا.	Longevity, densely packed colonies, close social interaction and strong ability to fly are all favourable conditions for bats to be an ideal 'virus spreader'.
من ناحية أخرى، انتقل ميرس-كوف إلى الجِمال الوحيدة السنام على مدى عقود.	On the other hand, MERS-CoV has been introduced to dromedary camels for decades.
قد تكيف مع هذه الجِمال تكيفًا جيدًا حتى تحولت من مضيف وسيط إلى مضيف مستودع طبيعي ومستقر.	It is well adapted to these camels that have turned from an intermediate host to a stable and natural reservoir host.
يسبب ميرس-كوف مرضًا طفيفًا للغاية ويحافظ على معدل طفرة منخفض نسبيًّا في هذه الحيوانات.	MERS-CoV causes very mild disease and maintains a relatively low mutation rate in these animals.
يبقى انتقاله المتقطع إلى البشر من قبيل المصادفة ويُعد الإنسان مضيفًا غير ناقل بالنسبة لميرس-كوف حيث لا يمكن لانتقاله أن يستمر.	Its sporadic transmission to humans is an accident and humans remain a dead-end host of MERS-CoV as its transmission cannot be sustained.
على عكس دور الجِمال في نقل ميرس-كوف، فإن دور آكل النمل الحرشفي، إن وُجد، في انتقال سارس كوف-2 مختلف.	In contrast to the role of camels in the transmission of MERS-CoV, the role of pangolins, if there is any, in the transmission of SARS-CoV-2 is different.
على وجه الخصوص، إن فيروسات كورونا بيتا المرتبطة بآكل النمل الحرشفي تصيبه بالمرض الشديد.	Particularly, pangolin beta-CoVs are highly pathogenic in pangolins.
قد يكونوا مضيفين غير ناقلين بالنسبة لسارس كوف-2 المنتمي لفيروسات كورونا بيتا، على غرار قط الزباد في حالة سارس-كوف.	They might be a dead-end host for SARS-CoV-2-related beta-CoVs, similar to civets in the case of SARS-CoV.
ستحسم الدراسات المستقبلية العديد من الاحتمالات لانتقال سارس كوف-2 بين الأنواع من الحيوانات إلى البشر إما بإثباتها أو استبعادها.	Several possibilities for interspecies transmission of SARS-CoV-2 from animals to humans have to be ruled in or ruled out in future studies.
أولًا، ربما تكون الخفافيش مضيفًا مستودعًا لفيروس مرتبط بسارس كوف-2، وهو في الغالب مطابق لسارس كوف-2.	First, bats could be the reservoir host of a SARS-CoV-2-related virus almost identical to SARS-CoV-2.
قد يتشارك البشر والخفافيش الموطن البيئي من خلال الذبح أو تعدين الفحم.	Humans might share the ecological niche with bats through butchering or coal mining.
ثانيًا، يمكن لآكل النمل الحرشفي أن يكون واحدًا من المضيفات المُضخمة الوسيطة للفيروس المرتبط بسارس كوف-2 الذي تم اكتشافه مؤخرًا.	Second, pangolins could be one of intermediate amplifying host to which a SARS-CoV-2-related virus had been newly introduced.
يصاب البشر بالفيروس عن طريق ذبح لحوم الطرائد واستهلاكها.	Humans contract the virus through butchering and consumption of game meat.
من المحتمل أن تكون الكثير من الثدييات بما فيها الحيوانات الأليفة عرضة للإصابة بسارس كوف-2.	It is possible that many mammals including domestic animals are susceptible to SARS-CoV-2.
هناك ما يبرر عمل مسح للأجسام المضادة لدى الحيوانات الأليفة والبرية.	A survey of domestic and wild animals for antibodies is warranted.
ثالثًا، كما ذُكر أعلاه، ربما حدثت إعادة تركيب وتكيف لسارس كوف-2 في نوع ثالث لديه اتصال بالخفافيش وآكل النمل الحرشفي.	Third, as mentioned above, recombination and adaptation of SARS-CoV-2 might have occurred in a third species that has contact with both bats and pangolins.
لا يزال البحث عن المنشأ الحيواني لسارس كوف-2 جاريًا.	The search for the animal origins of SARS-CoV-2 is still on.
بصرف النظر عن الأنواع المختلفة من المضيفات الحيوانية، فمن الجانب الفيروسي هناك ثلاثة عوامل رئيسية ومهمة أيضًا في تسهيل الإصابة بفيروسات كورونا لتخطي حواجز الأنواع.	Apart from different types of the animal hosts, three major factors on the viral side are also important in facilitating CoVs to cross species barriers.
أولًا، معدلات الطفرة لديها العالية نسبيًّا في مضاعفة الحمض النووي الريبوزي.	First of all, their relatively high mutation rates in RNA replication.
إن معدلات طفرات فيروسات كورونا التقديرية، مقارنة بالفيروسات ذات الحمض النووي الريبوزي أحادي السلسلة الأخرى، يمكن اعتبارها "متوسطة" أو "مرتفعة" مع متوسط معدل تبديل يبلغ ~ 10-4 حالات تبديل كل عام للموقع 2، وهذا اعتمادًا على مرحلة تكيف فيروس كورونا مع المضيفات الجديدة.	In comparison to other single-stranded RNA viruses, the estimated mutation rates of CoVs could be regarded as “moderate” to “high” with an average substitution rate being ~10-4 substitution per year per site 2, depending on the phase of CoV adaptation to novel hosts.
تتضمن فيروسات كورونا إنزيم ريبونوكلياز خارجيًا تصحيحيًا، وهو ما يؤدي حذفه إلى قابلية تحول وتوهين مرتفعة للغاية أو عدم قدرة على التطور.	CoVs have a proof-reading exoribonuclease, deletion of which results in exceedingly high mutability and attenuation or even inviability.
من المثير للاهتمام، أن عقار ريمديسيفير نظير النيوكليوتيدات معروف بقدرته على كبت تنسخ فيروس كورونا من خلال تثبيط إنزيم الريبونوكلياز الخارجي وبوليميراز الحمض النووي الريبوزي القائم على الحمض النووي الريبوزي.	Interestingly, the nucleotide analogue Remdesivir is known to suppress CoV replication through inhibition of this exoribonuclease and the RNA-dependent RNA polymerase.
يُعد عقار ريمديسيفير أحد العوامل المبشِّرة المضادة لسارس كوف-2، والمقرر اختباره في التجارب السريرية.	Remdesivir is one of most promising anti-SARS-CoV-2 agents to be tested in clinical trials.
ومع ذلك، تزيد معدلات طفرات فيروسات كورونا بنحو مليون مرة أكثر من معدلات المضيفات.	Nevertheless, mutation rates of CoVs are about a million times higher than those of their hosts.
بالإضافة إلى ذلك، يكون معدل الطفرة مرتفعًا غالبًا عندما لا تتكيف فيروسات كورونا بشكل مناسب مع المضيف.	In addition, mutation rate is often high when CoVs are not well adapted to the host.
يُعد معدل الطفرات لسارس كوف-2 منخفضًا بشكل ملحوظ عند مقارنته بسارس-كوف ذي معدل تحور مرتفع، وهو ما يشير إلى مستوى أعلى من التكيف مع الإنسان.	Compared to SARS-CoV with a high mutation rate, the mutation rate of SARS-CoV-2 is apparently lower, suggestive of a higher level of adaptation to humans.
يبدو أنه قد تكيف بالفعل مع مضيف آخر قريب من الإنسان.	Presumably, it has already been adapted to another host close to humans.
بالإضافة إلى سارس كوف-2، ينطبق هذا الأمر أيضًا على ميرس-كوف، الذي تكيف بشكل جيد مع الجِمال الوحيدة السنام.	In addition to SARS-CoV-2, this also applies to MERS-CoV, which is well adapted to dromedary camels.
من الناحية النظرية، من المستبعد أن يساعد الانحراف الوراثي اللقاحات والعقاقير المضادة للفيروسات على مقاومة سارس كوف-2 بإضعاف فاعليته سريعًا.	Theoretically, it is unlikely that genetic drift would render vaccines and antivirals against SARS-CoV-2 ineffective quickly.
ثانيًا، يوفر جينوم الحمض النووي الريبوزي الضخم في فيروسات كورونا بنشاط لدونة إضافية في تعديل الجينوم للطفرات وإعادة التركيب، وبذلك تزيد احتمالية التطور المشترك بين الأنواع، وهو ما يفيد في نشوء فيروسات كورونا جديدة عندما تصبح الظروف ملائمة لذلك.	Second, the large RNA genome in CoVs exerts extra plasticity in genome modification for mutations and recombination, thereby increasing the probability for interspecies co-evolution, which is advantageous for the emergence of novel CoVs when the conditions become appropriate.
هذا مدعوم بقوالب القراءة المفتوحة الوفيرة الفريدة ووظائف البروتين المشفَّرة بالقرب من نهاية 3′ للجينوم.	This is supported by the copious unique open reading frames and protein functions encoded towards the 3′ end of the genome.
